,date,location,climat
9475,2016-09-08,Norah Head,chaud_humide
9480,2016-09-13,Norah Head,chaud_humide
9484,2016-09-18,Norah Head,chaud_humide
9486,2016-09-21,Norah Head,chaud_humide
9488,2016-09-24,Norah Head,chaud_humide
9501,2016-10-10,Norah Head,chaud_humide
9502,2016-10-12,Norah Head,chaud_humide
9504,2016-10-17,Norah Head,chaud_humide
9506,2016-10-20,Norah Head,chaud_humide
9511,2016-10-27,Norah Head,chaud_humide
9519,2016-11-08,Norah Head,chaud_humide
9520,2016-11-09,Norah Head,chaud_humide
9521,2016-11-11,Norah Head,chaud_humide
9547,2016-12-15,Norah Head,chaud_humide
9562,2017-01-01,Norah Head,chaud_humide
9565,2017-01-04,Norah Head,chaud_humide
9578,2017-01-19,Norah Head,chaud_humide
9581,2017-01-24,Norah Head,chaud_humide
9582,2017-01-26,Norah Head,chaud_humide
9586,2017-02-03,Norah Head,chaud_humide
9587,2017-02-04,Norah Head,chaud_humide
9590,2017-02-07,Norah Head,chaud_humide
9605,2017-03-13,Norah Head,chaud_humide
9606,2017-03-20,Norah Head,chaud_humide
9607,2017-03-21,Norah Head,chaud_humide
9615,2017-04-09,Norah Head,chaud_humide
9616,2017-04-11,Norah Head,chaud_humide
9622,2017-04-19,Norah Head,chaud_humide
9631,2017-05-02,Norah Head,chaud_humide
9638,2017-05-11,Norah Head,chaud_humide
9640,2017-05-14,Norah Head,chaud_humide
9641,2017-05-15,Norah Head,chaud_humide
9643,2017-05-18,Norah Head,chaud_humide
9646,2017-05-23,Norah Head,chaud_humide
9656,2017-06-02,Norah Head,chaud_humide
9658,2017-06-06,Norah Head,chaud_humide
9660,2017-06-13,Norah Head,chaud_humide
9732,2009-03-18,Norfolk Island,chaud_humide
9742,2009-04-01,Norfolk Island,chaud_humide
9768,2009-05-06,Norfolk Island,chaud_humide
9792,2009-06-12,Norfolk Island,chaud_humide
9793,2009-06-13,Norfolk Island,chaud_humide
9804,2009-06-25,Norfolk Island,chaud_humide
9810,2009-07-07,Norfolk Island,chaud_humide
9837,2009-08-16,Norfolk Island,chaud_humide
9842,2009-08-22,Norfolk Island,chaud_humide
9857,2009-09-15,Norfolk Island,chaud_humide
9900,2009-11-03,Norfolk Island,chaud_humide
9902,2009-11-06,Norfolk Island,chaud_humide
9967,2010-01-15,Norfolk Island,chaud_humide
9985,2010-02-06,Norfolk Island,chaud_humide
10001,2010-02-26,Norfolk Island,chaud_humide
10030,2010-03-31,Norfolk Island,chaud_humide
10034,2010-04-05,Norfolk Island,chaud_humide
10089,2010-06-27,Norfolk Island,chaud_humide
10096,2010-07-07,Norfolk Island,chaud_humide
10131,2010-08-21,Norfolk Island,chaud_humide
10149,2010-09-15,Norfolk Island,chaud_humide
10151,2010-09-18,Norfolk Island,chaud_humide
10187,2010-11-05,Norfolk Island,chaud_humide
10199,2010-11-20,Norfolk Island,chaud_humide
10207,2010-11-29,Norfolk Island,chaud_humide
10223,2010-12-18,Norfolk Island,chaud_humide
10230,2010-12-26,Norfolk Island,chaud_humide
10267,2011-02-12,Norfolk Island,chaud_humide
10282,2011-03-03,Norfolk Island,chaud_humide
10306,2011-05-15,Norfolk Island,chaud_humide
10338,2011-07-13,Norfolk Island,chaud_humide
10348,2011-07-28,Norfolk Island,chaud_humide
10376,2011-09-15,Norfolk Island,chaud_humide
10414,2011-10-30,Norfolk Island,chaud_humide
10467,2012-01-05,Norfolk Island,chaud_humide
10478,2012-01-18,Norfolk Island,chaud_humide
10486,2012-01-27,Norfolk Island,chaud_humide
10550,2012-04-29,Norfolk Island,chaud_humide
10555,2012-05-13,Norfolk Island,chaud_humide
10556,2012-05-17,Norfolk Island,chaud_humide
10584,2012-06-28,Norfolk Island,chaud_humide
10612,2012-08-16,Norfolk Island,chaud_humide
10617,2012-08-22,Norfolk Island,chaud_humide
10712,2013-01-22,Norfolk Island,chaud_humide
10743,2013-03-27,Norfolk Island,chaud_humide
10774,2013-05-12,Norfolk Island,chaud_humide
10802,2013-06-25,Norfolk Island,chaud_humide
10828,2013-07-29,Norfolk Island,chaud_humide
10856,2013-09-01,Norfolk Island,chaud_humide
10897,2013-11-01,Norfolk Island,chaud_humide
10899,2013-11-04,Norfolk Island,chaud_humide
10957,2014-01-18,Norfolk Island,chaud_humide
10967,2014-01-31,Norfolk Island,chaud_humide
10983,2014-02-19,Norfolk Island,chaud_humide
11052,2014-05-13,Norfolk Island,chaud_humide
11094,2014-07-17,Norfolk Island,chaud_humide
11101,2014-07-30,Norfolk Island,chaud_humide
11167,2014-10-21,Norfolk Island,chaud_humide
11218,2014-12-20,Norfolk Island,chaud_humide
11225,2014-12-30,Norfolk Island,chaud_humide
11287,2015-03-28,Norfolk Island,chaud_humide
11308,2015-04-24,Norfolk Island,chaud_humide
11315,2015-05-03,Norfolk Island,chaud_humide
11322,2015-05-13,Norfolk Island,chaud_humide
11328,2015-05-21,Norfolk Island,chaud_humide
11335,2015-05-30,Norfolk Island,chaud_humide
11352,2015-06-23,Norfolk Island,chaud_humide
11413,2015-09-18,Norfolk Island,chaud_humide
11416,2015-09-23,Norfolk Island,chaud_humide
11493,2016-01-04,Norfolk Island,chaud_humide
11507,2016-01-24,Norfolk Island,chaud_humide
11514,2016-02-06,Norfolk Island,chaud_humide
11566,2010-10-23,Sydney,chaud_humide
11568,2010-10-27,Sydney,chaud_humide
11571,2010-10-30,Sydney,chaud_humide
11572,2010-10-31,Sydney,chaud_humide
11574,2010-11-04,Sydney,chaud_humide
11575,2010-11-10,Sydney,chaud_humide
11577,2010-11-15,Sydney,chaud_humide
11588,2010-12-04,Sydney,chaud_humide
11609,2011-01-02,Sydney,chaud_humide
11611,2011-01-06,Sydney,chaud_humide
11613,2011-01-12,Sydney,chaud_humide
11619,2011-01-18,Sydney,chaud_humide
11620,2011-01-20,Sydney,chaud_humide
11640,2011-02-11,Sydney,chaud_humide
11641,2011-02-12,Sydney,chaud_humide
11643,2011-02-15,Sydney,chaud_humide
11649,2011-02-22,Sydney,chaud_humide
11669,2011-03-16,Sydney,chaud_humide
11670,2011-03-18,Sydney,chaud_humide
11674,2011-03-26,Sydney,chaud_humide
11675,2011-03-30,Sydney,chaud_humide
11676,2011-03-31,Sydney,chaud_humide
11678,2011-05-03,Sydney,chaud_humide
11690,2011-05-18,Sydney,chaud_humide
11695,2011-05-24,Sydney,chaud_humide
11698,2011-05-29,Sydney,chaud_humide
11700,2011-06-04,Sydney,chaud_humide
11706,2011-06-10,Sydney,chaud_humide
11716,2011-06-28,Sydney,chaud_humide
11717,2011-07-01,Sydney,chaud_humide
11728,2011-07-15,Sydney,chaud_humide
11743,2011-08-07,Sydney,chaud_humide
11746,2011-08-11,Sydney,chaud_humide
11764,2011-09-06,Sydney,chaud_humide
11765,2011-09-08,Sydney,chaud_humide
11778,2011-09-24,Sydney,chaud_humide
11780,2011-09-28,Sydney,chaud_humide
11782,2011-10-01,Sydney,chaud_humide
11785,2011-10-06,Sydney,chaud_humide
11792,2011-10-14,Sydney,chaud_humide
11793,2011-10-16,Sydney,chaud_humide
11807,2011-11-02,Sydney,chaud_humide
11816,2011-11-16,Sydney,chaud_humide
11820,2011-11-29,Sydney,chaud_humide
11821,2011-11-30,Sydney,chaud_humide
11822,2011-12-01,Sydney,chaud_humide
11825,2011-12-04,Sydney,chaud_humide
11836,2011-12-22,Sydney,chaud_humide
11839,2011-12-26,Sydney,chaud_humide
11852,2012-01-08,Sydney,chaud_humide
11857,2012-01-14,Sydney,chaud_humide
11861,2012-01-21,Sydney,chaud_humide
11865,2012-01-29,Sydney,chaud_humide
11867,2012-01-31,Sydney,chaud_humide
11869,2012-02-06,Sydney,chaud_humide
11871,2012-02-09,Sydney,chaud_humide
11878,2012-02-19,Sydney,chaud_humide
11885,2012-02-28,Sydney,chaud_humide
11887,2012-03-07,Sydney,chaud_humide
11894,2012-03-16,Sydney,chaud_humide
11913,2012-04-08,Sydney,chaud_humide
11915,2012-04-11,Sydney,chaud_humide
11919,2012-04-16,Sydney,chaud_humide
11954,2012-05-28,Sydney,chaud_humide
11960,2012-06-09,Sydney,chaud_humide
11970,2012-06-28,Sydney,chaud_humide
11978,2012-07-10,Sydney,chaud_humide
11980,2012-07-13,Sydney,chaud_humide
11987,2012-07-20,Sydney,chaud_humide
11992,2012-07-30,Sydney,chaud_humide
12022,2012-09-13,Sydney,chaud_humide
12026,2012-09-18,Sydney,chaud_humide
12062,2012-11-02,Sydney,chaud_humide
12063,2012-11-03,Sydney,chaud_humide
12068,2012-11-08,Sydney,chaud_humide
12074,2012-11-16,Sydney,chaud_humide
12076,2012-11-19,Sydney,chaud_humide
12083,2012-11-26,Sydney,chaud_humide
12096,2013-01-13,Sydney,chaud_humide
12103,2013-01-22,Sydney,chaud_humide
12107,2013-01-26,Sydney,chaud_humide
12109,2013-01-31,Sydney,chaud_humide
12132,2013-03-28,Sydney,chaud_humide
12134,2013-03-31,Sydney,chaud_humide
12135,2013-04-02,Sydney,chaud_humide
12136,2013-04-08,Sydney,chaud_humide
12142,2013-04-15,Sydney,chaud_humide
12145,2013-04-19,Sydney,chaud_humide
12176,2013-05-22,Sydney,chaud_humide
12177,2013-05-26,Sydney,chaud_humide
12194,2013-06-18,Sydney,chaud_humide
12196,2013-06-21,Sydney,chaud_humide
12198,2013-06-27,Sydney,chaud_humide
12205,2013-07-08,Sydney,chaud_humide
12206,2013-07-09,Sydney,chaud_humide
12211,2013-07-15,Sydney,chaud_humide
12212,2013-07-16,Sydney,chaud_humide
12214,2013-07-19,Sydney,chaud_humide
12225,2013-07-30,Sydney,chaud_humide
12232,2013-08-07,Sydney,chaud_humide
12250,2013-08-29,Sydney,chaud_humide
12263,2013-09-13,Sydney,chaud_humide
12264,2013-09-15,Sydney,chaud_humide
12275,2013-10-03,Sydney,chaud_humide
12289,2013-10-22,Sydney,chaud_humide
12293,2013-10-27,Sydney,chaud_humide
12297,2013-11-09,Sydney,chaud_humide
12299,2013-11-15,Sydney,chaud_humide
12301,2013-11-21,Sydney,chaud_humide
12302,2013-11-25,Sydney,chaud_humide
12305,2013-11-29,Sydney,chaud_humide
12309,2013-12-04,Sydney,chaud_humide
12318,2013-12-14,Sydney,chaud_humide
12319,2013-12-15,Sydney,chaud_humide
12338,2014-01-07,Sydney,chaud_humide
12350,2014-01-20,Sydney,chaud_humide
12362,2014-02-04,Sydney,chaud_humide
12369,2014-02-12,Sydney,chaud_humide
12370,2014-02-14,Sydney,chaud_humide
12379,2014-02-26,Sydney,chaud_humide
12381,2014-03-05,Sydney,chaud_humide
12388,2014-03-12,Sydney,chaud_humide
12396,2014-03-26,Sydney,chaud_humide
12398,2014-03-30,Sydney,chaud_humide
12402,2014-04-04,Sydney,chaud_humide
12404,2014-04-10,Sydney,chaud_humide
12412,2014-04-24,Sydney,chaud_humide
12414,2014-04-29,Sydney,chaud_humide
12416,2014-05-02,Sydney,chaud_humide
12420,2014-05-08,Sydney,chaud_humide
12423,2014-05-12,Sydney,chaud_humide
12440,2014-05-30,Sydney,chaud_humide
12443,2014-06-04,Sydney,chaud_humide
12444,2014-06-08,Sydney,chaud_humide
12446,2014-06-13,Sydney,chaud_humide
12473,2014-07-14,Sydney,chaud_humide
12474,2014-07-15,Sydney,chaud_humide
12484,2014-07-25,Sydney,chaud_humide
12499,2014-08-11,Sydney,chaud_humide
12502,2014-08-16,Sydney,chaud_humide
12503,2014-08-25,Sydney,chaud_humide
12504,2014-08-29,Sydney,chaud_humide
12506,2014-09-02,Sydney,chaud_humide
12507,2014-09-04,Sydney,chaud_humide
12509,2014-09-09,Sydney,chaud_humide
12522,2014-09-25,Sydney,chaud_humide
12533,2014-10-07,Sydney,chaud_humide
12538,2014-10-13,Sydney,chaud_humide
12565,2014-11-15,Sydney,chaud_humide
12573,2014-11-24,Sydney,chaud_humide
12575,2014-11-30,Sydney,chaud_humide
12576,2014-12-03,Sydney,chaud_humide
12577,2014-12-06,Sydney,chaud_humide
12579,2014-12-10,Sydney,chaud_humide
12589,2014-12-23,Sydney,chaud_humide
12610,2015-01-19,Sydney,chaud_humide
12618,2015-02-01,Sydney,chaud_humide
12619,2015-02-03,Sydney,chaud_humide
12620,2015-02-04,Sydney,chaud_humide
12627,2015-02-12,Sydney,chaud_humide
12634,2015-02-21,Sydney,chaud_humide
12638,2015-02-25,Sydney,chaud_humide
12639,2015-02-28,Sydney,chaud_humide
12650,2015-03-13,Sydney,chaud_humide
12652,2015-03-15,Sydney,chaud_humide
12656,2015-03-20,Sydney,chaud_humide
12657,2015-03-21,Sydney,chaud_humide
12659,2015-03-24,Sydney,chaud_humide
12664,2015-03-30,Sydney,chaud_humide
12666,2015-04-03,Sydney,chaud_humide
12667,2015-04-06,Sydney,chaud_humide
12668,2015-04-07,Sydney,chaud_humide
12670,2015-04-10,Sydney,chaud_humide
12675,2015-04-16,Sydney,chaud_humide
12676,2015-04-17,Sydney,chaud_humide
12679,2015-04-25,Sydney,chaud_humide
12681,2015-04-29,Sydney,chaud_humide
12691,2015-05-13,Sydney,chaud_humide
12698,2015-05-21,Sydney,chaud_humide
12715,2015-06-09,Sydney,chaud_humide
12716,2015-06-10,Sydney,chaud_humide
12720,2015-06-15,Sydney,chaud_humide
12721,2015-06-21,Sydney,chaud_humide
12724,2015-06-25,Sydney,chaud_humide
12735,2015-07-07,Sydney,chaud_humide
12738,2015-07-11,Sydney,chaud_humide
12741,2015-07-16,Sydney,chaud_humide
12743,2015-07-20,Sydney,chaud_humide
12744,2015-07-22,Sydney,chaud_humide
12764,2015-08-16,Sydney,chaud_humide
12769,2015-08-22,Sydney,chaud_humide
12776,2015-09-02,Sydney,chaud_humide
12787,2015-09-17,Sydney,chaud_humide
12791,2015-09-23,Sydney,chaud_humide
12803,2015-10-11,Sydney,chaud_humide
12804,2015-10-13,Sydney,chaud_humide
12807,2015-10-17,Sydney,chaud_humide
12811,2015-10-21,Sydney,chaud_humide
12814,2015-10-26,Sydney,chaud_humide
12819,2015-11-01,Sydney,chaud_humide
12820,2015-11-03,Sydney,chaud_humide
12824,2015-11-11,Sydney,chaud_humide
12825,2015-11-13,Sydney,chaud_humide
12845,2015-12-09,Sydney,chaud_humide
12854,2015-12-21,Sydney,chaud_humide
12857,2015-12-26,Sydney,chaud_humide
12858,2015-12-27,Sydney,chaud_humide
12872,2016-01-21,Sydney,chaud_humide
12876,2016-02-01,Sydney,chaud_humide
12878,2016-02-03,Sydney,chaud_humide
12893,2016-02-20,Sydney,chaud_humide
12915,2016-03-14,Sydney,chaud_humide
12916,2016-03-20,Sydney,chaud_humide
12921,2016-03-27,Sydney,chaud_humide
12922,2016-03-29,Sydney,chaud_humide
12926,2016-04-03,Sydney,chaud_humide
12931,2016-04-11,Sydney,chaud_humide
12936,2016-04-17,Sydney,chaud_humide
12937,2016-04-18,Sydney,chaud_humide
12939,2016-04-22,Sydney,chaud_humide
12945,2016-04-30,Sydney,chaud_humide
12950,2016-05-08,Sydney,chaud_humide
12951,2016-05-09,Sydney,chaud_humide
12969,2016-05-28,Sydney,chaud_humide
12971,2016-05-31,Sydney,chaud_humide
12972,2016-06-03,Sydney,chaud_humide
12980,2016-06-17,Sydney,chaud_humide
12987,2016-06-27,Sydney,chaud_humide
12991,2016-07-04,Sydney,chaud_humide
12992,2016-07-06,Sydney,chaud_humide
12994,2016-07-11,Sydney,chaud_humide
13001,2016-07-22,Sydney,chaud_humide
13028,2016-08-22,Sydney,chaud_humide
13029,2016-08-23,Sydney,chaud_humide
13030,2016-08-26,Sydney,chaud_humide
13036,2016-09-01,Sydney,chaud_humide
13042,2016-09-09,Sydney,chaud_humide
13046,2016-09-13,Sydney,chaud_humide
13049,2016-09-18,Sydney,chaud_humide
13051,2016-09-21,Sydney,chaud_humide
13052,2016-09-22,Sydney,chaud_humide
13054,2016-09-24,Sydney,chaud_humide
13056,2016-09-28,Sydney,chaud_humide
13065,2016-10-12,Sydney,chaud_humide
13071,2016-10-21,Sydney,chaud_humide
13076,2016-10-27,Sydney,chaud_humide
13077,2016-10-28,Sydney,chaud_humide
13078,2016-10-30,Sydney,chaud_humide
13085,2016-11-08,Sydney,chaud_humide
13086,2016-11-09,Sydney,chaud_humide
13087,2016-11-11,Sydney,chaud_humide
13106,2016-12-05,Sydney,chaud_humide
13112,2016-12-14,Sydney,chaud_humide
13119,2016-12-24,Sydney,chaud_humide
13128,2017-01-02,Sydney,chaud_humide
13129,2017-01-04,Sydney,chaud_humide
13144,2017-01-24,Sydney,chaud_humide
13150,2017-01-31,Sydney,chaud_humide
13151,2017-02-01,Sydney,chaud_humide
13155,2017-02-06,Sydney,chaud_humide
13160,2017-02-14,Sydney,chaud_humide
13162,2017-02-17,Sydney,chaud_humide
13167,2017-02-24,Sydney,chaud_humide
13168,2017-03-07,Sydney,chaud_humide
13174,2017-03-14,Sydney,chaud_humide
13176,2017-03-21,Sydney,chaud_humide
13180,2017-03-29,Sydney,chaud_humide
13185,2017-04-09,Sydney,chaud_humide
13186,2017-04-11,Sydney,chaud_humide
13198,2017-04-25,Sydney,chaud_humide
13204,2017-05-02,Sydney,chaud_humide
13205,2017-05-03,Sydney,chaud_humide
13213,2017-05-12,Sydney,chaud_humide
13214,2017-05-14,Sydney,chaud_humide
13218,2017-05-19,Sydney,chaud_humide
13232,2017-06-03,Sydney,chaud_humide
13235,2017-06-06,Sydney,chaud_humide
13237,2017-06-13,Sydney,chaud_humide
13240,2017-06-17,Sydney,chaud_humide
13242,2017-06-19,Sydney,chaud_humide
13264,2009-01-26,Sydney Airport,chaud_humide
13301,2009-03-22,Sydney Airport,chaud_humide
13304,2009-03-25,Sydney Airport,chaud_humide
13307,2009-03-30,Sydney Airport,chaud_humide
13319,2009-04-24,Sydney Airport,chaud_humide
13321,2009-04-29,Sydney Airport,chaud_humide
13322,2009-05-02,Sydney Airport,chaud_humide
13323,2009-05-04,Sydney Airport,chaud_humide
13328,2009-05-10,Sydney Airport,chaud_humide
13334,2009-05-18,Sydney Airport,chaud_humide
13338,2009-06-01,Sydney Airport,chaud_humide
13339,2009-06-02,Sydney Airport,chaud_humide
13348,2009-06-14,Sydney Airport,chaud_humide
13349,2009-06-16,Sydney Airport,chaud_humide
13356,2009-06-28,Sydney Airport,chaud_humide
13362,2009-07-06,Sydney Airport,chaud_humide
13366,2009-07-15,Sydney Airport,chaud_humide
13367,2009-07-16,Sydney Airport,chaud_humide
13372,2009-07-22,Sydney Airport,chaud_humide
13375,2009-07-26,Sydney Airport,chaud_humide
13388,2009-08-11,Sydney Airport,chaud_humide
13406,2009-09-03,Sydney Airport,chaud_humide
13416,2009-09-17,Sydney Airport,chaud_humide
13419,2009-09-20,Sydney Airport,chaud_humide
13426,2009-10-02,Sydney Airport,chaud_humide
13427,2009-10-05,Sydney Airport,chaud_humide
13428,2009-10-07,Sydney Airport,chaud_humide
13430,2009-10-12,Sydney Airport,chaud_humide
13432,2009-10-17,Sydney Airport,chaud_humide
13447,2009-11-04,Sydney Airport,chaud_humide
13448,2009-11-05,Sydney Airport,chaud_humide
13449,2009-11-08,Sydney Airport,chaud_humide
13463,2009-11-26,Sydney Airport,chaud_humide
13470,2009-12-10,Sydney Airport,chaud_humide
13483,2010-01-02,Sydney Airport,chaud_humide
13503,2010-01-30,Sydney Airport,chaud_humide
13506,2010-02-02,Sydney Airport,chaud_humide
13520,2010-02-28,Sydney Airport,chaud_humide
13524,2010-03-07,Sydney Airport,chaud_humide
13528,2010-03-13,Sydney Airport,chaud_humide
13542,2010-03-29,Sydney Airport,chaud_humide
13546,2010-04-03,Sydney Airport,chaud_humide
13547,2010-04-06,Sydney Airport,chaud_humide
13548,2010-04-07,Sydney Airport,chaud_humide
13555,2010-04-16,Sydney Airport,chaud_humide
13563,2010-04-24,Sydney Airport,chaud_humide
13568,2010-04-30,Sydney Airport,chaud_humide
13573,2010-05-05,Sydney Airport,chaud_humide
13583,2010-05-16,Sydney Airport,chaud_humide
13585,2010-05-21,Sydney Airport,chaud_humide
13588,2010-05-28,Sydney Airport,chaud_humide
13589,2010-06-02,Sydney Airport,chaud_humide
13590,2010-06-06,Sydney Airport,chaud_humide
13600,2010-06-17,Sydney Airport,chaud_humide
13601,2010-06-20,Sydney Airport,chaud_humide
13614,2010-07-08,Sydney Airport,chaud_humide
13624,2010-07-20,Sydney Airport,chaud_humide
13626,2010-07-23,Sydney Airport,chaud_humide
13627,2010-07-25,Sydney Airport,chaud_humide
13633,2010-08-09,Sydney Airport,chaud_humide
13640,2010-08-18,Sydney Airport,chaud_humide
13654,2010-09-03,Sydney Airport,chaud_humide
13658,2010-09-09,Sydney Airport,chaud_humide
13668,2010-09-21,Sydney Airport,chaud_humide
13685,2010-10-11,Sydney Airport,chaud_humide
13687,2010-10-13,Sydney Airport,chaud_humide
13688,2010-10-18,Sydney Airport,chaud_humide
13692,2010-10-23,Sydney Airport,chaud_humide
13694,2010-10-27,Sydney Airport,chaud_humide
13696,2010-10-30,Sydney Airport,chaud_humide
13697,2010-11-03,Sydney Airport,chaud_humide
13698,2010-11-04,Sydney Airport,chaud_humide
13699,2010-11-10,Sydney Airport,chaud_humide
13702,2010-11-15,Sydney Airport,chaud_humide
13711,2010-11-28,Sydney Airport,chaud_humide
13713,2010-12-05,Sydney Airport,chaud_humide
13731,2011-01-02,Sydney Airport,chaud_humide
13733,2011-01-06,Sydney Airport,chaud_humide
13734,2011-01-13,Sydney Airport,chaud_humide
13737,2011-01-17,Sydney Airport,chaud_humide
13740,2011-01-20,Sydney Airport,chaud_humide
13783,2011-03-11,Sydney Airport,chaud_humide
13788,2011-03-16,Sydney Airport,chaud_humide
13790,2011-03-18,Sydney Airport,chaud_humide
13793,2011-03-27,Sydney Airport,chaud_humide
13794,2011-03-30,Sydney Airport,chaud_humide
13805,2011-05-13,Sydney Airport,chaud_humide
13810,2011-05-18,Sydney Airport,chaud_humide
13816,2011-05-24,Sydney Airport,chaud_humide
13819,2011-05-29,Sydney Airport,chaud_humide
13827,2011-06-10,Sydney Airport,chaud_humide
13836,2011-06-28,Sydney Airport,chaud_humide
13862,2011-08-07,Sydney Airport,chaud_humide
13865,2011-08-11,Sydney Airport,chaud_humide
13866,2011-08-13,Sydney Airport,chaud_humide
13868,2011-08-16,Sydney Airport,chaud_humide
13884,2011-09-08,Sydney Airport,chaud_humide
13893,2011-09-19,Sydney Airport,chaud_humide
13896,2011-09-24,Sydney Airport,chaud_humide
13898,2011-09-28,Sydney Airport,chaud_humide
13899,2011-10-01,Sydney Airport,chaud_humide
13902,2011-10-06,Sydney Airport,chaud_humide
13903,2011-10-07,Sydney Airport,chaud_humide
13907,2011-10-12,Sydney Airport,chaud_humide
13908,2011-10-14,Sydney Airport,chaud_humide
13909,2011-10-16,Sydney Airport,chaud_humide
13916,2011-10-24,Sydney Airport,chaud_humide
13921,2011-11-02,Sydney Airport,chaud_humide
13924,2011-11-07,Sydney Airport,chaud_humide
13925,2011-11-08,Sydney Airport,chaud_humide
13933,2011-11-20,Sydney Airport,chaud_humide
13935,2011-11-30,Sydney Airport,chaud_humide
13937,2011-12-07,Sydney Airport,chaud_humide
13948,2011-12-22,Sydney Airport,chaud_humide
13950,2011-12-26,Sydney Airport,chaud_humide
13953,2011-12-29,Sydney Airport,chaud_humide
13960,2012-01-05,Sydney Airport,chaud_humide
13962,2012-01-08,Sydney Airport,chaud_humide
13966,2012-01-14,Sydney Airport,chaud_humide
13970,2012-01-21,Sydney Airport,chaud_humide
13972,2012-01-24,Sydney Airport,chaud_humide
13974,2012-01-29,Sydney Airport,chaud_humide
13976,2012-01-31,Sydney Airport,chaud_humide
13980,2012-02-09,Sydney Airport,chaud_humide
13986,2012-02-17,Sydney Airport,chaud_humide
13988,2012-02-19,Sydney Airport,chaud_humide
13994,2012-02-28,Sydney Airport,chaud_humide
14002,2012-03-16,Sydney Airport,chaud_humide
14003,2012-03-21,Sydney Airport,chaud_humide
14010,2012-04-01,Sydney Airport,chaud_humide
14021,2012-04-16,Sydney Airport,chaud_humide
14046,2012-05-24,Sydney Airport,chaud_humide
14052,2012-06-02,Sydney Airport,chaud_humide
14054,2012-06-09,Sydney Airport,chaud_humide
14071,2012-07-04,Sydney Airport,chaud_humide
14075,2012-07-10,Sydney Airport,chaud_humide
14084,2012-07-23,Sydney Airport,chaud_humide
14088,2012-07-30,Sydney Airport,chaud_humide
14121,2012-09-13,Sydney Airport,chaud_humide
14126,2012-09-18,Sydney Airport,chaud_humide
14128,2012-09-21,Sydney Airport,chaud_humide
14135,2012-09-28,Sydney Airport,chaud_humide
14137,2012-10-01,Sydney Airport,chaud_humide
14143,2012-10-08,Sydney Airport,chaud_humide
14144,2012-10-10,Sydney Airport,chaud_humide
14166,2012-11-08,Sydney Airport,chaud_humide
14169,2012-11-13,Sydney Airport,chaud_humide
14170,2012-11-15,Sydney Airport,chaud_humide
14172,2012-11-19,Sydney Airport,chaud_humide
14178,2012-11-27,Sydney Airport,chaud_humide
14199,2013-01-22,Sydney Airport,chaud_humide
14204,2013-01-31,Sydney Airport,chaud_humide
14205,2013-03-03,Sydney Airport,chaud_humide
14216,2013-03-14,Sydney Airport,chaud_humide
14219,2013-03-19,Sydney Airport,chaud_humide
14222,2013-03-22,Sydney Airport,chaud_humide
14225,2013-03-26,Sydney Airport,chaud_humide
14227,2013-03-28,Sydney Airport,chaud_humide
14229,2013-03-31,Sydney Airport,chaud_humide
14230,2013-04-02,Sydney Airport,chaud_humide
14231,2013-04-08,Sydney Airport,chaud_humide
14232,2013-04-09,Sydney Airport,chaud_humide
14237,2013-04-15,Sydney Airport,chaud_humide
14238,2013-04-17,Sydney Airport,chaud_humide
14269,2013-05-27,Sydney Airport,chaud_humide
14287,2013-06-18,Sydney Airport,chaud_humide
14288,2013-06-21,Sydney Airport,chaud_humide
14295,2013-07-08,Sydney Airport,chaud_humide
14301,2013-07-16,Sydney Airport,chaud_humide
14315,2013-07-30,Sydney Airport,chaud_humide
14321,2013-08-07,Sydney Airport,chaud_humide
14351,2013-09-09,Sydney Airport,chaud_humide
14353,2013-09-13,Sydney Airport,chaud_humide
14377,2013-10-22,Sydney Airport,chaud_humide
14380,2013-10-27,Sydney Airport,chaud_humide
14381,2013-10-28,Sydney Airport,chaud_humide
14390,2013-11-09,Sydney Airport,chaud_humide
14392,2013-11-15,Sydney Airport,chaud_humide
14394,2013-11-21,Sydney Airport,chaud_humide
14402,2013-12-04,Sydney Airport,chaud_humide
14436,2014-01-20,Sydney Airport,chaud_humide
14438,2014-01-24,Sydney Airport,chaud_humide
14451,2014-02-12,Sydney Airport,chaud_humide
14461,2014-02-26,Sydney Airport,chaud_humide
14462,2014-02-28,Sydney Airport,chaud_humide
14463,2014-03-03,Sydney Airport,chaud_humide
14464,2014-03-05,Sydney Airport,chaud_humide
14470,2014-03-12,Sydney Airport,chaud_humide
14472,2014-03-15,Sydney Airport,chaud_humide
14475,2014-03-22,Sydney Airport,chaud_humide
14478,2014-03-26,Sydney Airport,chaud_humide
14480,2014-03-30,Sydney Airport,chaud_humide
14484,2014-04-04,Sydney Airport,chaud_humide
14486,2014-04-10,Sydney Airport,chaud_humide
14487,2014-04-13,Sydney Airport,chaud_humide
14488,2014-04-15,Sydney Airport,chaud_humide
14497,2014-04-25,Sydney Airport,chaud_humide
14498,2014-04-27,Sydney Airport,chaud_humide
14499,2014-04-29,Sydney Airport,chaud_humide
14501,2014-05-02,Sydney Airport,chaud_humide
14509,2014-05-12,Sydney Airport,chaud_humide
14526,2014-05-30,Sydney Airport,chaud_humide
14529,2014-06-04,Sydney Airport,chaud_humide
14531,2014-06-08,Sydney Airport,chaud_humide
14534,2014-06-13,Sydney Airport,chaud_humide
14558,2014-07-14,Sydney Airport,chaud_humide
14559,2014-07-15,Sydney Airport,chaud_humide
