,raintomorrow,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
5774,0.0,,,,,,,,,,,,,,,,,
5775,0.0,,,,,,,,,,,,,,,,,
5776,0.0,,,,,,,,,,,,,,,,,
5777,0.0,,,,,,,,,,,,,,,,,
5778,1.0,,,,,,,,,,,,,,,,,
5780,0.0,,,,,,,,,,,,,,,,,
5781,0.0,,,,,,,,,,,,,,,,,
5782,0.0,,,,,,,,,,,,,,,,,
5783,0.0,,,,,,,,,,,,,,,,,
5784,0.0,,,,,,,,,,,,,,,,,
5785,0.0,,,,,,,,,,,,,,,,,
5786,0.0,,,,,,,,,,,,,,,,,
5787,0.0,,,,,,,,,,,,,,,,,
5788,0.0,,,,,,,,,,,,,,,,,
5790,0.0,,,,,,,,,,,,,,,,,
5791,0.0,,,,,,,,,,,,,,,,,
5792,0.0,,,,,,,,,,,,,,,,,
5793,0.0,,,,,,,,,,,,,,,,,
5794,0.0,,,,,,,,,,,,,,,,,
5795,0.0,,,,,,,,,,,,,,,,,
5796,0.0,,,,,,,,,,,,,,,,,
5797,1.0,,,,,,,,,,,,,,,,,
5798,0.0,,,,,,,,,,,,,,,,,
5799,0.0,,,,,,,,,,,,,,,,,
5800,0.0,,,,,,,,,,,,,,,,,
5801,1.0,,,,,,,,,,,,,,,,,
5803,0.0,,,,,,,,,,,,,,,,,
5804,0.0,,,,,,,,,,,,,,,,,
5806,0.0,,,,,,,,,,,,,,,,,
5807,1.0,,,,,,,,,,,,,,,,,
5808,0.0,,,,,,,,,,,,,,,,,
5809,0.0,,,,,,,,,,,,,,,,,
5810,0.0,,,,,,,,,,,,,,,,,
5811,0.0,,,,,,,,,,,,,,,,,
5812,0.0,,,,,,,,,,,,,,,,,
5813,0.0,,,,,,,,,,,,,,,,,
5814,0.0,,,,,,,,,,,,,,,,,
5815,0.0,,,,,,,,,,,,,,,,,
5818,0.0,,,,,,,,,,,,,,,,,
5819,1.0,,,,,,,,,,,,,,,,,
5820,1.0,,,,,,,,,,,,,,,,,
5821,0.0,,,,,,,,,,,,,,,,,
5822,1.0,,,,,,,,,,,,,,,,,
5826,0.0,,,,,,,,,,,,,,,,,
5827,0.0,,,,,,,,,,,,,,,,,
5828,0.0,,,,,,,,,,,,,,,,,
5829,0.0,,,,,,,,,,,,,,,,,
5830,0.0,,,,,,,,,,,,,,,,,
5831,0.0,,,,,,,,,,,,,,,,,
5832,0.0,,,,,,,,,,,,,,,,,
5833,0.0,,,,,,,,,,,,,,,,,
5834,0.0,,,,,,,,,,,,,,,,,
5835,0.0,,,,,,,,,,,,,,,,,
5836,0.0,,,,,,,,,,,,,,,,,
5837,0.0,,,,,,,,,,,,,,,,,
5838,0.0,,,,,,,,,,,,,,,,,
5839,0.0,,,,,,,,,,,,,,,,,
5840,0.0,,,,,,,,,,,,,,,,,
5859,0.0,,,,,,,,,,,,,,,,,
5861,0.0,,,,,,,,,,,,,,,,,
5862,0.0,,,,,,,,,,,,,,,,,
5863,0.0,,,,,,,,,,,,,,,,,
5864,0.0,,,,,,,,,,,,,,,,,
5865,1.0,,,,,,,,,,,,,,,,,
5867,1.0,,,,,,,,,,,,,,,,,
5869,0.0,,,,,,,,,,,,,,,,,
5870,0.0,,,,,,,,,,,,,,,,,
5871,0.0,,,,,,,,,,,,,,,,,
5872,0.0,,,,,,,,,,,,,,,,,
5873,0.0,,,,,,,,,,,,,,,,,
5874,0.0,,,,,,,,,,,,,,,,,
5875,0.0,,,,,,,,,,,,,,,,,
5879,0.0,,,,,,,,,,,,,,,,,
5880,0.0,,,,,,,,,,,,,,,,,
5881,1.0,,,,,,,,,,,,,,,,,
5883,0.0,,,,,,,,,,,,,,,,,
5884,0.0,,,,,,,,,,,,,,,,,
5885,0.0,,,,,,,,,,,,,,,,,
5886,0.0,,,,,,,,,,,,,,,,,
5887,0.0,,,,,,,,,,,,,,,,,
5888,0.0,,,,,,,,,,,,,,,,,
5889,0.0,,,,,,,,,,,,,,,,,
5890,0.0,,,,,,,,,,,,,,,,,
5891,0.0,,,,,,,,,,,,,,,,,
5894,0.0,,,,,,,,,,,,,,,,,
5895,0.0,,,,,,,,,,,,,,,,,
5896,1.0,,,,,,,,,,,,,,,,,
5897,0.0,,,,,,,,,,,,,,,,,
5898,0.0,,,,,,,,,,,,,,,,,
5899,0.0,,,,,,,,,,,,,,,,,
5900,0.0,,,,,,,,,,,,,,,,,
5901,0.0,,,,,,,,,,,,,,,,,
5902,0.0,,,,,,,,,,,,,,,,,
5903,0.0,,,,,,,,,,,,,,,,,
5904,0.0,,,,,,,,,,,,,,,,,
5905,0.0,,,,,,,,,,,,,,,,,
5906,0.0,,,,,,,,,,,,,,,,,
5907,0.0,,,,,,,,,,,,,,,,,
5908,0.0,,,,,,,,,,,,,,,,,
5909,0.0,,,,,,,,,,,,,,,,,
5910,1.0,,,,,,,,,,,,,,,,,
5913,0.0,,,,,,,,,,,,,,,,,
5914,0.0,,,,,,,,,,,,,,,,,
5915,0.0,,,,,,,,,,,,,,,,,
5916,0.0,,,,,,,,,,,,,,,,,
5917,0.0,,,,,,,,,,,,,,,,,
5918,0.0,,,,,,,,,,,,,,,,,
5919,0.0,,,,,,,,,,,,,,,,,
5920,1.0,,,,,,,,,,,,,,,,,
5923,0.0,,,,,,,,,,,,,,,,,
5924,0.0,,,,,,,,,,,,,,,,,
5925,0.0,,,,,,,,,,,,,,,,,
5927,1.0,,,,,,,,,,,,,,,,,
5930,1.0,,,,,,,,,,,,,,,,,
5934,1.0,,,,,,,,,,,,,,,,,
5936,1.0,,,,,,,,,,,,,,,,,
5938,1.0,,,,,,,,,,,,,,,,,
5939,0.0,,,,,,,,,,,,,,,,,
5940,0.0,,,,,,,,,,,,,,,,,
5941,0.0,,,,,,,,,,,,,,,,,
5942,0.0,,,,,,,,,,,,,,,,,
5944,1.0,,,,,,,,,,,,,,,,,
5956,0.0,,,,,,,,,,,,,,,,,
5969,0.0,,,,,,,,,,,,,,,,,
5970,0.0,,,,,,,,,,,,,,,,,
5971,1.0,,,,,,,,,,,,,,,,,
5973,0.0,,,,,,,,,,,,,,,,,
5974,0.0,,,,,,,,,,,,,,,,,
5975,0.0,,,,,,,,,,,,,,,,,
5976,0.0,,,,,,,,,,,,,,,,,
5977,0.0,,,,,,,,,,,,,,,,,
5978,0.0,,,,,,,,,,,,,,,,,
5979,0.0,,,,,,,,,,,,,,,,,
5980,0.0,,,,,,,,,,,,,,,,,
5981,0.0,,,,,,,,,,,,,,,,,
5984,0.0,,,,,,,,,,,,,,,,,
5986,0.0,,,,,,,,,,,,,,,,,
5987,0.0,,,,,,,,,,,,,,,,,
5988,1.0,,,,,,,,,,,,,,,,,
5989,0.0,,,,,,,,,,,,,,,,,
5990,0.0,,,,,,,,,,,,,,,,,
5991,0.0,,,,,,,,,,,,,,,,,
5992,0.0,,,,,,,,,,,,,,,,,
5994,0.0,,,,,,,,,,,,,,,,,
5995,0.0,,,,,,,,,,,,,,,,,
5996,0.0,,,,,,,,,,,,,,,,,
5997,0.0,,,,,,,,,,,,,,,,,
5998,0.0,,,,,,,,,,,,,,,,,
5999,0.0,,,,,,,,,,,,,,,,,
6000,0.0,,,,,,,,,,,,,,,,,
6001,0.0,,,,,,,,,,,,,,,,,
6002,0.0,,,,,,,,,,,,,,,,,
6003,0.0,,,,,,,,,,,,,,,,,
6004,0.0,,,,,,,,,,,,,,,,,
6006,1.0,,,,,,,,,,,,,,,,,
6007,0.0,,,,,,,,,,,,,,,,,
6008,0.0,,,,,,,,,,,,,,,,,
6010,0.0,,,,,,,,,,,,,,,,,
6011,1.0,,,,,,,,,,,,,,,,,
6014,0.0,,,,,,,,,,,,,,,,,
6015,1.0,,,,,,,,,,,,,,,,,
6018,0.0,,,,,,,,,,,,,,,,,
6019,0.0,,,,,,,,,,,,,,,,,
6021,0.0,,,,,,,,,,,,,,,,,
6022,0.0,,,,,,,,,,,,,,,,,
6023,0.0,,,,,,,,,,,,,,,,,
6024,0.0,,,,,,,,,,,,,,,,,
6025,0.0,,,,,,,,,,,,,,,,,
6026,0.0,,,,,,,,,,,,,,,,,
6027,0.0,,,,,,,,,,,,,,,,,
6029,1.0,,,,,,,,,,,,,,,,,
6032,1.0,,,,,,,,,,,,,,,,,
6034,0.0,,,,,,,,,,,,,,,,,
6036,0.0,,,,,,,,,,,,,,,,,
6037,0.0,,,,,,,,,,,,,,,,,
6038,0.0,,,,,,,,,,,,,,,,,
6039,0.0,,,,,,,,,,,,,,,,,
6040,0.0,,,,,,,,,,,,,,,,,
6041,0.0,,,,,,,,,,,,,,,,,
6042,0.0,,,,,,,,,,,,,,,,,
6043,0.0,,,,,,,,,,,,,,,,,
6044,0.0,,,,,,,,,,,,,,,,,
6045,0.0,,,,,,,,,,,,,,,,,
6047,0.0,,,,,,,,,,,,,,,,,
6052,0.0,,,,,,,,,,,,,,,,,
6053,0.0,,,,,,,,,,,,,,,,,
6055,0.0,,,,,,,,,,,,,,,,,
6056,0.0,,,,,,,,,,,,,,,,,
6058,0.0,,,,,,,,,,,,,,,,,
6059,0.0,,,,,,,,,,,,,,,,,
6060,0.0,,,,,,,,,,,,,,,,,
6061,0.0,,,,,,,,,,,,,,,,,
6066,0.0,,,,,,,,,,,,,,,,,
6069,0.0,,,,,,,,,,,,,,,,,
6070,1.0,,,,,,,,,,,,,,,,,
6074,0.0,,,,,,,,,,,,,,,,,
6075,0.0,,,,,,,,,,,,,,,,,
6080,0.0,,,,,,,,,,,,,,,,,
6082,1.0,,,,,,,,,,,,,,,,,
6083,0.0,,,,,,,,,,,,,,,,,
6084,0.0,,,,,,,,,,,,,,,,,
6085,0.0,,,,,,,,,,,,,,,,,
6090,0.0,,,,,,,,,,,,,,,,,
6091,0.0,,,,,,,,,,,,,,,,,
6092,1.0,,,,,,,,,,,,,,,,,
6095,1.0,,,,,,,,,,,,,,,,,
6097,0.0,,,,,,,,,,,,,,,,,
6098,0.0,,,,,,,,,,,,,,,,,
6099,0.0,,,,,,,,,,,,,,,,,
6100,0.0,,,,,,,,,,,,,,,,,
6101,0.0,,,,,,,,,,,,,,,,,
6102,1.0,,,,,,,,,,,,,,,,,
6103,0.0,,,,,,,,,,,,,,,,,
6104,0.0,,,,,,,,,,,,,,,,,
6105,0.0,,,,,,,,,,,,,,,,,
6106,0.0,,,,,,,,,,,,,,,,,
6107,0.0,,,,,,,,,,,,,,,,,
6108,0.0,,,,,,,,,,,,,,,,,
6109,0.0,,,,,,,,,,,,,,,,,
6110,0.0,,,,,,,,,,,,,,,,,
6112,0.0,,,,,,,,,,,,,,,,,
6113,0.0,,,,,,,,,,,,,,,,,
6114,0.0,,,,,,,,,,,,,,,,,
6115,0.0,,,,,,,,,,,,,,,,,
6116,0.0,,,,,,,,,,,,,,,,,
6117,0.0,,,,,,,,,,,,,,,,,
6118,0.0,,,,,,,,,,,,,,,,,
6119,1.0,,,,,,,,,,,,,,,,,
6122,0.0,,,,,,,,,,,,,,,,,
6123,0.0,,,,,,,,,,,,,,,,,
6124,0.0,,,,,,,,,,,,,,,,,
6125,0.0,,,,,,,,,,,,,,,,,
6126,0.0,,,,,,,,,,,,,,,,,
6127,0.0,,,,,,,,,,,,,,,,,
6128,0.0,,,,,,,,,,,,,,,,,
6129,0.0,,,,,,,,,,,,,,,,,
6130,0.0,,,,,,,,,,,,,,,,,
6131,0.0,,,,,,,,,,,,,,,,,
6133,0.0,,,,,,,,,,,,,,,,,
6134,0.0,,,,,,,,,,,,,,,,,
6135,0.0,,,,,,,,,,,,,,,,,
6136,0.0,,,,,,,,,,,,,,,,,
6137,0.0,,,,,,,,,,,,,,,,,
6139,0.0,,,,,,,,,,,,,,,,,
6140,0.0,,,,,,,,,,,,,,,,,
6141,0.0,,,,,,,,,,,,,,,,,
6142,0.0,,,,,,,,,,,,,,,,,
6143,0.0,,,,,,,,,,,,,,,,,
6144,0.0,,,,,,,,,,,,,,,,,
6145,0.0,,,,,,,,,,,,,,,,,
6146,0.0,,,,,,,,,,,,,,,,,
6147,1.0,,,,,,,,,,,,,,,,,
6151,0.0,,,,,,,,,,,,,,,,,
6153,0.0,,,,,,,,,,,,,,,,,
6154,0.0,,,,,,,,,,,,,,,,,
6155,0.0,,,,,,,,,,,,,,,,,
6156,0.0,,,,,,,,,,,,,,,,,
6157,0.0,,,,,,,,,,,,,,,,,
6158,0.0,,,,,,,,,,,,,,,,,
6159,0.0,,,,,,,,,,,,,,,,,
6160,0.0,,,,,,,,,,,,,,,,,
6161,0.0,,,,,,,,,,,,,,,,,
6162,0.0,,,,,,,,,,,,,,,,,
6163,0.0,,,,,,,,,,,,,,,,,
6164,0.0,,,,,,,,,,,,,,,,,
6165,0.0,,,,,,,,,,,,,,,,,
6166,0.0,,,,,,,,,,,,,,,,,
6167,0.0,,,,,,,,,,,,,,,,,
6169,0.0,,,,,,,,,,,,,,,,,
6170,0.0,,,,,,,,,,,,,,,,,
6171,0.0,,,,,,,,,,,,,,,,,
6172,0.0,,,,,,,,,,,,,,,,,
6173,0.0,,,,,,,,,,,,,,,,,
6174,0.0,,,,,,,,,,,,,,,,,
6175,0.0,,,,,,,,,,,,,,,,,
6176,0.0,,,,,,,,,,,,,,,,,
6177,0.0,,,,,,,,,,,,,,,,,
6178,0.0,,,,,,,,,,,,,,,,,
6179,0.0,,,,,,,,,,,,,,,,,
6180,0.0,,,,,,,,,,,,,,,,,
6181,0.0,,,,,,,,,,,,,,,,,
6182,0.0,,,,,,,,,,,,,,,,,
6183,0.0,,,,,,,,,,,,,,,,,
6184,0.0,,,,,,,,,,,,,,,,,
6185,0.0,,,,,,,,,,,,,,,,,
6190,0.0,,,,,,,,,,,,,,,,,
6191,0.0,,,,,,,,,,,,,,,,,
6192,0.0,,,,,,,,,,,,,,,,,
6193,0.0,,,,,,,,,,,,,,,,,
6194,1.0,,,,,,,,,,,,,,,,,
6196,0.0,,,,,,,,,,,,,,,,,
6197,0.0,,,,,,,,,,,,,,,,,
6198,0.0,,,,,,,,,,,,,,,,,
6199,1.0,,,,,,,,,,,,,,,,,
6203,0.0,,,,,,,,,,,,,,,,,
6204,0.0,,,,,,,,,,,,,,,,,
6205,1.0,,,,,,,,,,,,,,,,,
6207,0.0,,,,,,,,,,,,,,,,,
6208,0.0,,,,,,,,,,,,,,,,,
6210,0.0,,,,,,,,,,,,,,,,,
6211,0.0,,,,,,,,,,,,,,,,,
6212,0.0,,,,,,,,,,,,,,,,,
6213,0.0,,,,,,,,,,,,,,,,,
6214,0.0,,,,,,,,,,,,,,,,,
6215,0.0,,,,,,,,,,,,,,,,,
6216,0.0,,,,,,,,,,,,,,,,,
6217,0.0,,,,,,,,,,,,,,,,,
6218,0.0,,,,,,,,,,,,,,,,,
6219,0.0,,,,,,,,,,,,,,,,,
6220,1.0,,,,,,,,,,,,,,,,,
6221,0.0,,,,,,,,,,,,,,,,,
6222,0.0,,,,,,,,,,,,,,,,,
6223,0.0,,,,,,,,,,,,,,,,,
6224,0.0,,,,,,,,,,,,,,,,,
6225,1.0,,,,,,,,,,,,,,,,,
6229,0.0,,,,,,,,,,,,,,,,,
6230,0.0,,,,,,,,,,,,,,,,,
6231,0.0,,,,,,,,,,,,,,,,,
6232,0.0,,,,,,,,,,,,,,,,,
6233,0.0,,,,,,,,,,,,,,,,,
6234,0.0,,,,,,,,,,,,,,,,,
6235,0.0,,,,,,,,,,,,,,,,,
6236,0.0,,,,,,,,,,,,,,,,,
6237,0.0,,,,,,,,,,,,,,,,,
6238,0.0,,,,,,,,,,,,,,,,,
6239,0.0,,,,,,,,,,,,,,,,,
6240,0.0,,,,,,,,,,,,,,,,,
6241,0.0,,,,,,,,,,,,,,,,,
6242,0.0,,,,,,,,,,,,,,,,,
6246,0.0,,,,,,,,,,,,,,,,,
6247,0.0,,,,,,,,,,,,,,,,,
6248,0.0,,,,,,,,,,,,,,,,,
6250,0.0,,,,,,,,,,,,,,,,,
6251,1.0,,,,,,,,,,,,,,,,,
6253,0.0,,,,,,,,,,,,,,,,,
6254,0.0,,,,,,,,,,,,,,,,,
6255,1.0,,,,,,,,,,,,,,,,,
6256,0.0,,,,,,,,,,,,,,,,,
6257,0.0,,,,,,,,,,,,,,,,,
6258,0.0,,,,,,,,,,,,,,,,,
6259,0.0,,,,,,,,,,,,,,,,,
6260,0.0,,,,,,,,,,,,,,,,,
6261,0.0,,,,,,,,,,,,,,,,,
6262,0.0,,,,,,,,,,,,,,,,,
6265,0.0,,,,,,,,,,,,,,,,,
6266,0.0,,,,,,,,,,,,,,,,,
6267,0.0,,,,,,,,,,,,,,,,,
6268,0.0,,,,,,,,,,,,,,,,,
6269,0.0,,,,,,,,,,,,,,,,,
6270,0.0,,,,,,,,,,,,,,,,,
6271,0.0,,,,,,,,,,,,,,,,,
6272,0.0,,,,,,,,,,,,,,,,,
6273,0.0,,,,,,,,,,,,,,,,,
6274,0.0,,,,,,,,,,,,,,,,,
6275,0.0,,,,,,,,,,,,,,,,,
6276,0.0,,,,,,,,,,,,,,,,,
6277,0.0,,,,,,,,,,,,,,,,,
6278,0.0,,,,,,,,,,,,,,,,,
6279,0.0,,,,,,,,,,,,,,,,,
6280,0.0,,,,,,,,,,,,,,,,,
6281,0.0,,,,,,,,,,,,,,,,,
6282,0.0,,,,,,,,,,,,,,,,,
6283,0.0,,,,,,,,,,,,,,,,,
6284,0.0,,,,,,,,,,,,,,,,,
6285,0.0,,,,,,,,,,,,,,,,,
6286,0.0,,,,,,,,,,,,,,,,,
6287,0.0,,,,,,,,,,,,,,,,,
6288,0.0,,,,,,,,,,,,,,,,,
6289,0.0,,,,,,,,,,,,,,,,,
6290,0.0,,,,,,,,,,,,,,,,,
6291,0.0,,,,,,,,,,,,,,,,,
6292,0.0,,,,,,,,,,,,,,,,,
6293,0.0,,,,,,,,,,,,,,,,,
6297,0.0,,,,,,,,,,,,,,,,,
6298,0.0,,,,,,,,,,,,,,,,,
6299,0.0,,,,,,,,,,,,,,,,,
6300,0.0,,,,,,,,,,,,,,,,,
6302,0.0,,,,,,,,,,,,,,,,,
6305,0.0,,,,,,,,,,,,,,,,,
6308,1.0,,,,,,,,,,,,,,,,,
6310,0.0,,,,,,,,,,,,,,,,,
6311,0.0,,,,,,,,,,,,,,,,,
6312,0.0,,,,,,,,,,,,,,,,,
6315,0.0,,,,,,,,,,,,,,,,,
6316,0.0,,,,,,,,,,,,,,,,,
6317,0.0,,,,,,,,,,,,,,,,,
6318,0.0,,,,,,,,,,,,,,,,,
6319,0.0,,,,,,,,,,,,,,,,,
6320,0.0,,,,,,,,,,,,,,,,,
6324,0.0,,,,,,,,,,,,,,,,,
6325,0.0,,,,,,,,,,,,,,,,,
6326,0.0,,,,,,,,,,,,,,,,,
6327,0.0,,,,,,,,,,,,,,,,,
6328,0.0,,,,,,,,,,,,,,,,,
6329,0.0,,,,,,,,,,,,,,,,,
6330,0.0,,,,,,,,,,,,,,,,,
6331,0.0,,,,,,,,,,,,,,,,,
6332,0.0,,,,,,,,,,,,,,,,,
6334,0.0,,,,,,,,,,,,,,,,,
6335,0.0,,,,,,,,,,,,,,,,,
6336,0.0,,,,,,,,,,,,,,,,,
6337,0.0,,,,,,,,,,,,,,,,,
6338,0.0,,,,,,,,,,,,,,,,,
6339,0.0,,,,,,,,,,,,,,,,,
6340,0.0,,,,,,,,,,,,,,,,,
6349,0.0,,,,,,,,,,,,,,,,,
6350,0.0,,,,,,,,,,,,,,,,,
6351,0.0,,,,,,,,,,,,,,,,,
6352,0.0,,,,,,,,,,,,,,,,,
6353,0.0,,,,,,,,,,,,,,,,,
6354,0.0,,,,,,,,,,,,,,,,,
6357,0.0,,,,,,,,,,,,,,,,,
6358,0.0,,,,,,,,,,,,,,,,,
6359,0.0,,,,,,,,,,,,,,,,,
6360,0.0,,,,,,,,,,,,,,,,,
6361,0.0,,,,,,,,,,,,,,,,,
6362,0.0,,,,,,,,,,,,,,,,,
6363,0.0,,,,,,,,,,,,,,,,,
6365,0.0,,,,,,,,,,,,,,,,,
6366,0.0,,,,,,,,,,,,,,,,,
6374,0.0,,,,,,,,,,,,,,,,,
6375,1.0,,,,,,,,,,,,,,,,,
6377,0.0,,,,,,,,,,,,,,,,,
6378,1.0,,,,,,,,,,,,,,,,,
6379,0.0,,,,,,,,,,,,,,,,,
6380,0.0,,,,,,,,,,,,,,,,,
6382,0.0,,,,,,,,,,,,,,,,,
6383,0.0,,,,,,,,,,,,,,,,,
6384,0.0,,,,,,,,,,,,,,,,,
6385,0.0,,,,,,,,,,,,,,,,,
6386,0.0,,,,,,,,,,,,,,,,,
6388,0.0,,,,,,,,,,,,,,,,,
6391,0.0,,,,,,,,,,,,,,,,,
6394,0.0,,,,,,,,,,,,,,,,,
6395,0.0,,,,,,,,,,,,,,,,,
6396,0.0,,,,,,,,,,,,,,,,,
6397,0.0,,,,,,,,,,,,,,,,,
6398,0.0,,,,,,,,,,,,,,,,,
6401,0.0,,,,,,,,,,,,,,,,,
6402,0.0,,,,,,,,,,,,,,,,,
6403,0.0,,,,,,,,,,,,,,,,,
6404,0.0,,,,,,,,,,,,,,,,,
6405,0.0,,,,,,,,,,,,,,,,,
6410,0.0,,,,,,,,,,,,,,,,,
6411,0.0,,,,,,,,,,,,,,,,,
6412,0.0,,,,,,,,,,,,,,,,,
6413,1.0,,,,,,,,,,,,,,,,,
6414,1.0,,,,,,,,,,,,,,,,,
6416,0.0,,,,,,,,,,,,,,,,,
6417,0.0,,,,,,,,,,,,,,,,,
6420,0.0,,,,,,,,,,,,,,,,,
6421,0.0,,,,,,,,,,,,,,,,,
6422,0.0,,,,,,,,,,,,,,,,,
6423,0.0,,,,,,,,,,,,,,,,,
6424,0.0,,,,,,,,,,,,,,,,,
6427,0.0,,,,,,,,,,,,,,,,,
6428,0.0,,,,,,,,,,,,,,,,,
6429,0.0,,,,,,,,,,,,,,,,,
6430,0.0,,,,,,,,,,,,,,,,,
6432,0.0,,,,,,,,,,,,,,,,,
6440,0.0,,,,,,,,,,,,,,,,,
6442,0.0,,,,,,,,,,,,,,,,,
6443,0.0,,,,,,,,,,,,,,,,,
6445,0.0,,,,,,,,,,,,,,,,,
6446,0.0,,,,,,,,,,,,,,,,,
6447,1.0,,,,,,,,,,,,,,,,,
6450,1.0,,,,,,,,,,,,,,,,,
6452,1.0,,,,,,,,,,,,,,,,,
6455,0.0,,,,,,,,,,,,,,,,,
6459,0.0,,,,,,,,,,,,,,,,,
6460,0.0,,,,,,,,,,,,,,,,,
6461,0.0,,,,,,,,,,,,,,,,,
6462,0.0,,,,,,,,,,,,,,,,,
6463,0.0,,,,,,,,,,,,,,,,,
6464,0.0,,,,,,,,,,,,,,,,,
6465,0.0,,,,,,,,,,,,,,,,,
6467,0.0,,,,,,,,,,,,,,,,,
6469,0.0,,,,,,,,,,,,,,,,,
6470,0.0,,,,,,,,,,,,,,,,,
6471,0.0,,,,,,,,,,,,,,,,,
6472,0.0,,,,,,,,,,,,,,,,,
6473,0.0,,,,,,,,,,,,,,,,,
6474,0.0,,,,,,,,,,,,,,,,,
6475,1.0,,,,,,,,,,,,,,,,,
6479,0.0,,,,,,,,,,,,,,,,,
6480,0.0,,,,,,,,,,,,,,,,,
6481,0.0,,,,,,,,,,,,,,,,,
6482,0.0,,,,,,,,,,,,,,,,,
6483,0.0,,,,,,,,,,,,,,,,,
6484,0.0,,,,,,,,,,,,,,,,,
6485,0.0,,,,,,,,,,,,,,,,,
6486,0.0,,,,,,,,,,,,,,,,,
6487,0.0,,,,,,,,,,,,,,,,,
6488,0.0,,,,,,,,,,,,,,,,,
6489,0.0,,,,,,,,,,,,,,,,,
6490,0.0,,,,,,,,,,,,,,,,,
6491,0.0,,,,,,,,,,,,,,,,,
6492,0.0,,,,,,,,,,,,,,,,,
6493,0.0,,,,,,,,,,,,,,,,,
6494,0.0,,,,,,,,,,,,,,,,,
6495,0.0,,,,,,,,,,,,,,,,,
6496,0.0,,,,,,,,,,,,,,,,,
6497,0.0,,,,,,,,,,,,,,,,,
6498,0.0,,,,,,,,,,,,,,,,,
6499,0.0,,,,,,,,,,,,,,,,,
6501,1.0,,,,,,,,,,,,,,,,,
6504,0.0,,,,,,,,,,,,,,,,,
6505,0.0,,,,,,,,,,,,,,,,,
6506,0.0,,,,,,,,,,,,,,,,,
6507,0.0,,,,,,,,,,,,,,,,,
6508,1.0,,,,,,,,,,,,,,,,,
6512,0.0,,,,,,,,,,,,,,,,,
6513,0.0,,,,,,,,,,,,,,,,,
6514,0.0,,,,,,,,,,,,,,,,,
6517,0.0,,,,,,,,,,,,,,,,,
6518,0.0,,,,,,,,,,,,,,,,,
6519,0.0,,,,,,,,,,,,,,,,,
6520,0.0,,,,,,,,,,,,,,,,,
6521,0.0,,,,,,,,,,,,,,,,,
6522,0.0,,,,,,,,,,,,,,,,,
6523,0.0,,,,,,,,,,,,,,,,,
6524,0.0,,,,,,,,,,,,,,,,,
6525,0.0,,,,,,,,,,,,,,,,,
6526,0.0,,,,,,,,,,,,,,,,,
6527,1.0,,,,,,,,,,,,,,,,,
6529,0.0,,,,,,,,,,,,,,,,,
6530,0.0,,,,,,,,,,,,,,,,,
6532,0.0,,,,,,,,,,,,,,,,,
6533,0.0,,,,,,,,,,,,,,,,,
6534,0.0,,,,,,,,,,,,,,,,,
6535,0.0,,,,,,,,,,,,,,,,,
6536,0.0,,,,,,,,,,,,,,,,,
6537,1.0,,,,,,,,,,,,,,,,,
6540,0.0,,,,,,,,,,,,,,,,,
6541,0.0,,,,,,,,,,,,,,,,,
6542,0.0,,,,,,,,,,,,,,,,,
6543,0.0,,,,,,,,,,,,,,,,,
6544,0.0,,,,,,,,,,,,,,,,,
6546,0.0,,,,,,,,,,,,,,,,,
6547,0.0,,,,,,,,,,,,,,,,,
6550,0.0,,,,,,,,,,,,,,,,,
6551,0.0,,,,,,,,,,,,,,,,,
6552,0.0,,,,,,,,,,,,,,,,,
6553,0.0,,,,,,,,,,,,,,,,,
6554,0.0,,,,,,,,,,,,,,,,,
6555,0.0,,,,,,,,,,,,,,,,,
6556,0.0,,,,,,,,,,,,,,,,,
6557,1.0,,,,,,,,,,,,,,,,,
6560,0.0,,,,,,,,,,,,,,,,,
6561,1.0,,,,,,,,,,,,,,,,,
6565,1.0,,,,,,,,,,,,,,,,,
6566,0.0,,,,,,,,,,,,,,,,,
6567,0.0,,,,,,,,,,,,,,,,,
6568,0.0,,,,,,,,,,,,,,,,,
6569,0.0,,,,,,,,,,,,,,,,,
6570,0.0,,,,,,,,,,,,,,,,,
6571,0.0,,,,,,,,,,,,,,,,,
6572,0.0,,,,,,,,,,,,,,,,,
6573,0.0,,,,,,,,,,,,,,,,,
6574,0.0,,,,,,,,,,,,,,,,,
6576,0.0,,,,,,,,,,,,,,,,,
6577,0.0,,,,,,,,,,,,,,,,,
6578,0.0,,,,,,,,,,,,,,,,,
6579,0.0,,,,,,,,,,,,,,,,,
6580,1.0,,,,,,,,,,,,,,,,,
6583,0.0,,,,,,,,,,,,,,,,,
6584,0.0,,,,,,,,,,,,,,,,,
6585,0.0,,,,,,,,,,,,,,,,,
6586,0.0,,,,,,,,,,,,,,,,,
6587,0.0,,,,,,,,,,,,,,,,,
6588,0.0,,,,,,,,,,,,,,,,,
6589,1.0,,,,,,,,,,,,,,,,,
6592,0.0,,,,,,,,,,,,,,,,,
6593,0.0,,,,,,,,,,,,,,,,,
6594,0.0,,,,,,,,,,,,,,,,,
6595,0.0,,,,,,,,,,,,,,,,,
6596,1.0,,,,,,,,,,,,,,,,,
6598,0.0,,,,,,,,,,,,,,,,,
6599,0.0,,,,,,,,,,,,,,,,,
6600,0.0,,,,,,,,,,,,,,,,,
6601,0.0,,,,,,,,,,,,,,,,,
